,measSetComments,probeId,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,TxFocusLocCm,maxTxVoltageVolt,ceilTxVoltageVolt,profTxVoltageVolt,totalVoltagePt,numMeasVoltage,NumTxElements,TxpgWaveformStyle,ProbeNumTxCycles,ElevAperIndex,zStartDistCm,zMeasNum,IsTxChannelModulationEn,dumpSwVersion,DTxFreqIndex,VTxIndex,IsPresetCpaEn,TxPulseRle,SystemPulserSel,CpaDelayOffsetClk,groupIndex,zt_est,probeName,Mode,SubModeIndex,BeamStyleIndex,SysTxFreqIndex,isDuplicate
52,Beamstyle_BPXCC_Intensity,11712408,1,20,3636400,3.0,90,90,56.04,20,10,32,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,7,1.9,BPXCC,B,1,1,15,1
53,Beamstyle_BPXCC_Intensity,11712408,1,20,3636400,4.0,90,90,56.04,20,10,42,1,1.5,0,0.5,75.0,0,2024-09-30,0,1,0,,,0,7,1.8,BPXCC,B,1,1,15,1
54,Beamstyle_BPXCC_Intensity,11712408,1,20,3636400,6.0,90,90,56.04,20,10,44,1,1.5,0,0.5,75.0,0,2024-09-30,0,1,0,,,0,7,1.8,BPXCC,B,1,1,15,1
55,Beamstyle_BPXCC_Intensity,11712408,1,20,3636400,8.0,90,90,56.04,20,10,46,1,1.5,0,0.5,115.0,0,2024-09-30,0,1,0,,,0,7,1.8,BPXCC,B,1,1,15,1
56,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,0.5,90,90,56.04,20,10,7,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,8,1.8,BPXCC,B,1,1,16,1
57,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,1.0,90,90,56.04,20,10,14,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,8,1.8,BPXCC,B,1,1,16,1
58,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,1.5,90,90,56.04,20,10,21,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,8,1.8,BPXCC,B,1,1,16,1
59,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,2.0,90,90,56.04,20,10,24,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,8,1.8,BPXCC,B,1,1,16,1
60,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,3.0,90,90,56.04,20,10,37,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,8,1.9,BPXCC,B,1,1,16,1
61,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,4.0,90,90,56.04,20,10,42,1,1.5,0,0.5,75.0,0,2024-09-30,0,1,0,,,0,8,1.9,BPXCC,B,1,1,16,1
62,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,6.0,90,90,56.04,20,10,44,1,1.5,0,0.5,75.0,0,2024-09-30,0,1,0,,,0,8,1.9,BPXCC,B,1,1,16,1
63,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,8.0,90,90,56.04,20,10,46,1,1.5,0,0.5,115.0,0,2024-09-30,0,1,0,,,0,8,2.0,BPXCC,B,1,1,16,1
64,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,0.5,90,90,56.04,20,10,10,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,9,1.9,BPXCC,B,1,1,16,1
65,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,1.0,90,90,56.04,20,10,21,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,9,1.9,BPXCC,B,1,1,16,1
66,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,1.5,90,90,56.04,20,10,32,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,9,1.9,BPXCC,B,1,1,16,1
67,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,2.0,90,90,56.04,20,10,44,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,9,1.9,BPXCC,B,1,1,16,1
68,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,3.0,90,90,56.04,20,10,57,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,9,1.9,BPXCC,B,1,1,16,1
69,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,4.0,90,90,56.04,20,10,60,1,1.5,0,0.5,75.0,1,2024-09-30,0,1,0,,,0,9,1.9,BPXCC,B,1,1,16,1
