ProbeName	Mode	ExamName	SubModeIndex	BeamStyleIndex	SysTxFreqIndex	TxpgWaveformStyle	TxFocusLocCm	NumTxElements	ProbeNumTxCycles	IsTxChannelModulationEn	IsPresetCpaEn	CpaDelayOffsetClk	TxPulseRle	TxpgWaveformLut	ElevAperIndex	SystemPulserSel	VTxIndex
0.5k-L	B	Breast	1	1	21	0	5	33	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	7	47	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	0.5	8	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	1	11	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	1.5	14	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	2	17	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	3	22	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	0.5	8	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	1	11	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	1.5	14	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	2	17	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	3	22	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	1	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	Cb	Breast	0	5	17	1	0.5	6	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	17	1	1	11	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	17	1	1.5	17	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	17	1	2	22	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	17	1	3	33	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	17	1	4	44	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	17	1	5	56	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	17	1	7	78	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	22	1	0.5	6	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	22	1	1	11	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	22	1	1.5	17	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	22	1	2	22	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	22	1	3	33	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	22	1	4	44	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	22	1	5	56	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	22	1	7	78	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	24	1	0.5	6	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	24	1	1	11	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	24	1	1.5	17	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	24	1	2	22	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	24	1	3	33	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	24	1	4	44	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	24	1	5	56	4	0	0	0	null	null	0	null	0
0.5k-L	Cb	Breast	0	5	24	1	7	78	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	0.5	6	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	1	11	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	1.5	17	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	1.8	20	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	2	22	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	3	33	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	4	44	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	5	56	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	7	78	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	0.5	6	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	1	11	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	1.5	17	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	1.8	20	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	2	22	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	3	33	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	4	44	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	5	56	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	17	1	7	78	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	0.5	6	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	1	11	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	1.5	17	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	1.8	20	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	2	22	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	3	33	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	4	44	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	5	56	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	7	78	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	0.5	6	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	1	11	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	1.5	17	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	1.8	20	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	2	22	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	3	33	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	4	44	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	5	56	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	22	1	7	78	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	0.5	6	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	1	11	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	1.5	17	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	1.8	20	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	2	22	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	3	33	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	4	44	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	5	56	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	7	78	3	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	0.5	6	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	1	11	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	1.5	17	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	1.8	20	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	2	22	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	3	33	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	4	44	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	5	56	4	0	0	0	null	null	0	null	0
0.5k-L	D	Breast	0	10	24	1	7	78	4	0	0	0	null	null	0	null	0
0.5k-L	M	Breast	0	15	24	2	0.5	7	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	1	10	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	1.5	13	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	2	15	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	3	20	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	0.5	7	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	1	10	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	1.5	13	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	2	15	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	3	20	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	24	2	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	0.5	7	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	1	10	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	1.5	13	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	2	15	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	3	20	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	0.5	7	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	1	10	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	1.5	13	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	2	15	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	3	20	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	25	2	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	0.5	7	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	1	10	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	1.5	13	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	2	15	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	3	20	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	0.5	7	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	1	10	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	1.5	13	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	2	15	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	3	20	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	26	2	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	0.5	7	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	1	10	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	1.5	13	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	2	15	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	3	20	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	0.5	7	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	1	10	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	1.5	13	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	2	15	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	3	20	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	27	2	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	0.5	7	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	1	10	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	1.5	13	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	2	15	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	3	20	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	0.5	7	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	1	10	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	1.5	13	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	2	15	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	3	20	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	28	2	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	0.5	7	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	1	10	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	1.5	13	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	2	15	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	3	20	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	0.5	7	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	1	10	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	1.5	13	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	2	15	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	3	20	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	0	15	29	2	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	0.5	8	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	1	11	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	1.5	14	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	2	17	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	3	22	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	4	27	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	5	33	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	7	47	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	0.5	8	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	1	11	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	1.5	14	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	2	17	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	3	22	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	4	27	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	5	33	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	16	0	7	47	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	0.5	8	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	1	11	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	1.5	14	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	2	17	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	3	22	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	0.5	8	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	1	11	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	1.5	14	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	2	17	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	3	22	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	16	1	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	0.5	8	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	1	11	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	1.5	14	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	2	17	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	3	22	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	4	27	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	5	33	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	7	47	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	0.5	8	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	1	11	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	1.5	14	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	2	17	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	3	22	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	4	27	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	5	33	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	17	0	7	47	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	0.5	8	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	1	11	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	1.5	14	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	2	17	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	3	22	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	0.5	8	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	1	11	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	1.5	14	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	2	17	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	3	22	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	17	1	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	0.5	8	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	1	11	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	1.5	14	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	2	17	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	3	22	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	4	27	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	5	33	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	7	47	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	0.5	8	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	1	11	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	1.5	14	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	2	17	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	3	22	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	4	27	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	5	33	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	18	0	7	47	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	0.5	8	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	1	11	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	1.5	14	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	2	17	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	3	22	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	0.5	8	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	1	11	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	1.5	14	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	2	17	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	3	22	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	18	1	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	M	Breast	1	20	19	0	0.5	8	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	19	0	1	11	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	19	0	1.5	14	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	19	0	2	17	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	M	Breast	1	20	19	0	3	22	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
