numTxCycles,numTxElements,txFrequencyHz,elevAperIndex,isTxAperModulationEn,txpgWaveformStyle,profTxVoltageVolt,VTxindex,probePitchCm,probeRadiusCm,probeElevAperCm0,scanRange,pulseRepetRate,pulseVoltage
4.0,120.0,3636400.0,0.0,1.0,2.0,57.71,1.0,0.04839999973773956,6.107999801635742,1.2999999523162842,0.0,0.0,57.71
